APR,noun,36704,956
ASAP,other,24730,27731
ASCII,noun,17381,1147
ATM,noun,6206,1250
ATV,noun,37961,1300
AWOL,adjective,9672,2585
AWOL,adjective,12422,2585
AZT,noun,12846,1412
Academy Award,other,39998,27675
Achilles' heel,noun,37929,163
Afghan,noun,23591,353
Afghan,noun,23595,353
Afghan hound,noun,11775,355
Afrikaans,noun,34185,364
Afrikaner,noun,32304,366
Afro,noun,26731,368
Airbus,other,22799,27694
All Fools' Day,noun,30016,554
Allah,noun,1449,538
Allen wrench,noun,19466,545
Alsatian,noun,11698,593
Amerasian,noun,12165,644
American Sign Language,noun,35033,666
Americana,noun,40689,648
Americanism,noun,25945,660
Americanize,verb,14595,4050
Amerindian,noun,22761,668
Amish,adjective,16140,2326
Anglican,noun,470,750
Anglicanism,noun,34979,752
Anglo,noun,24028,755
Anglo-Saxon,noun,13156,763
Anglo-Saxon,noun,14935,763
Anglo-Saxon,noun,29862,763
Anglophile,noun,20109,759
Anglophobe,noun,1347,761
Anglophone,adjective,22430,2355
Apache,noun,35510,873
Apr.,other,2537,27720
April,noun,21263,961
April Fools' Day,noun,23340,963
Aquarius,noun,35142,973
Aquarius,noun,35143,973
Arab,noun,17634,977
Arab,noun,17635,977
Arabian,adjective,20599,2444
Arabic,noun,31014,982
Aries,noun,37768,1042
Aries,noun,37769,1042
Ark,noun,25302,1047
Armageddon,noun,34487,1064
Armistice Day,noun,23492,1074
Ash Wednesday,noun,38240,1154
Asian,noun,24630,1156
Asian,adjective,27133,1156
Asiatic,adjective,17165,2493
Association football,noun,38018,1215
Astroturf,other,39822,27739
Atl.,other,20226,27746
Atlantis,noun,4244,1247
Aug.,other,33780,27756
August,noun,37034,1318
Aus.,other,33952,27759
Aussie,noun,33057,1331
Australian,noun,14069,1334
Austrian,noun,25571,1336
B movie,noun,33712,3482
BB gun,noun,30768,1881
BBC,other,26391,27771
BBQ,other,23100,27773
BCE,other,6526,27777
BFA,other,15382,27781
BLT,noun,29050,3450
BO,other,26832,27788
BSc,other,40650,27804
Baptist,noun,10224,1689
Bedouin,noun,10786,1967
Beefeater,noun,25322,1995
Bengali,noun,19317,2986
Bengali,noun,19318,2986
Bigfoot,noun,18340,3096
Black Maria,noun,41597,3283
Blighty,noun,4458,3336
Boer,noun,13265,3550
Bolshevik,noun,40015,3577
Bonfire Night,noun,10499,3615
Bordeaux,noun,5688,3711
Borstal,noun,27753,3724
Boston cream pie,noun,8237,3730
Boston lettuce,noun,12795,3732
Brahman,noun,40790,3840
Brahman,noun,40801,3840
Breathalyzer,other,37288,27795
Brillo,other,35929,27798
Brit,noun,41559,4747
British,adjective,40407,7707
British Summer Time,noun,40140,4754
Britisher,noun,30422,4752
Briton,noun,19776,4756
Broadway,noun,837,4767
Bronx cheer,noun,34893,4781
Bros.,other,34091,27800
Buddhism,noun,14233,4840
Bulgarian,noun,31171,4869
Bulgarian,noun,31172,4869
Bushman,noun,6063,4968
C of C,other,12597,27864
C of E,other,15080,27866
C-note,noun,6650,6470
CATV,other,24189,27821
CBS,other,25336,27823
CCTV,other,37234,27825
CEO,noun,15768,5668
CFC,other,39987,27831
CFO,other,18057,27833
CFS,other,31471,27835
CIA,other,5921,27844
CJD,noun,222,6253
CNN,other,30606,27856
COD,other,17348,27862
CPA,other,7545,27880
CPI,other,19860,27882
CPR,noun,15844,7626
CPU,noun,16784,7628
CRT,other,41383,27889
CT scan,noun,6320,8758
Cain,other,2142,27813
Cajun,noun,6883,5090
Cajun,adjective,34264,5090
Cajun,adjective,34265,5090
Calvinism,noun,40905,5139
Camembert,noun,21588,5149
Camp Fire girl,noun,32850,5167
Canada goose,noun,29858,5183
Canadian,noun,41716,5185
Canadian football,noun,29047,5189
Canuck,noun,413,5247
Capitol Hill,noun,31869,5269
Capricorn,noun,38527,5276
Capricorn,noun,38528,5276
Capt.,other,9115,27817
Caribbean,adjective,182,7844
Casanova,noun,9207,5413
Cat got your tongue?,noun,42013,5472
Catholic,noun,26792,5529
Catholicism,noun,6966,5531
Catseye,other,22526,27819
Caucasian,noun,32228,5553
Celsius,adjective,43092,7875
Celt,noun,1279,5622
Celt,noun,1280,5622
Celtic,adjective,32193,7877
Chablis,noun,20425,5696
Chancellor of the Exchequer,noun,43119,5754
Chardonnay,noun,38559,5801
Cherokee,noun,21519,5903
Cheyenne,noun,36422,5924
Chianti,noun,11296,5926
Chicana,noun,17489,5930
Chicano,noun,1973,5932
Chihuahua,noun,3523,5957
Chinatown,noun,2701,5996
Chinese checkers,noun,38268,6004
Chinese whispers,noun,12822,6006
Chink,noun,5288,6008
Choctaw,noun,38241,6049
Christ,noun,2247,6098
Christendom,noun,14298,6100
Christendom,noun,14299,6100
Christianity,noun,3331,6107
Christmas,noun,802,6111
Christmas cake,noun,15037,6113
Christmas carol,noun,10429,6117
Christmas cracker,noun,4366,6119
Christmas pudding,noun,19101,6125
Christmas stocking,noun,36899,6127
Christmassy,adjective,40564,7965
Christmastime,noun,33488,6129
Cinco de Mayo,noun,7437,6176
Cinderella,noun,4889,6180
Cinderella,noun,4892,6180
Cinderella,noun,13432,6180
Cllr,other,13131,27850
Clydesdale,noun,41815,6468
Cmdr.,other,29472,27853
Coke,other,3957,27867
Columbus Day,noun,18143,6703
Comanche,noun,25366,6708
Common Era,noun,7845,6788
Confederate,adjective,8933,8203
Cornish,adjective,8676,8314
Cornish pasty,noun,14946,7364
Corp.,other,38445,27876
Cpl.,other,35141,27884
Cpt.,other,4070,27886
Creole,noun,7042,8589
Creole,noun,9296,8589
Creole,noun,9297,8589
Creole,noun,10690,8589
Creole,noun,24969,8589
Creutzfeldt-Jakob disease,noun,7444,8599
Cub Scout,noun,35706,8769
Cubism,noun,19909,8766
Cyclops,noun,11603,8914
D.T.'s,noun,19439,11187
DDS,other,18829,27914
DDT,noun,20416,9086
DEET,noun,2377,9255
DIY,adjective,25142,12261
DMV,other,28193,27937
DMZ,other,40007,27939
DNA,noun,16279,10718
DOA,other,12936,27941
DOB,other,4570,27943
DOD,other,18248,27946
DSL,other,25771,27964
DSS,other,17059,27966
DTP,other,2602,27968
DTP,other,2603,27968
DUI,noun,3315,12747
DUI,noun,29849,12747
DVD,noun,20426,12825
DVD,noun,23449,12825
DVR,noun,36085,12827
DWI,noun,8702,12833
Dacron,other,17875,27904
Dalai Lama,noun,5084,8963
Dane,noun,42945,8994
Danish,noun,13323,8999
Danish,noun,13325,8999
Danish,adjective,41012,8999
Darwinian,adjective,39768,11902
Darwinian,adjective,39777,11902
Darwinism,noun,378,9020
Day-Glo,other,18874,27908
Dec.,other,29133,27918
December,noun,32767,9190
Dem.,other,32015,27924
Denver boot,noun,35619,9406
Dictaphone,other,25722,27930
Dixieland,noun,9747,10713
DoH,other,2674,27949
Doberman pinscher,noun,40645,10721
Dolby,other,11580,27952
Dominican,noun,33094,10808
Douglas fir,noun,26975,10956
Down's,noun,30287,10982
Down's syndrome,noun,16863,10988
Downing Street,noun,1640,10975
Dramamine,other,26264,27961
Dumpster,other,1600,27971
Dutch,noun,10472,12410
Dutch,noun,10473,12410
Dutch,adjective,30576,12410
Dutch door,noun,31494,12810
Dutchman,noun,22778,12814
ECG,noun,17123,12923
ECT,noun,3297,12943
EEG,noun,23749,12971
EEG,noun,23750,12971
EFL,noun,8882,12996
EKG,noun,41151,13035
EKG,noun,41152,13035
EMT,noun,2707,13180
ESL,noun,41913,13399
ESP,noun,8378,13402
ETA,other,11481,28009
Eagle Scout,noun,10153,12849
Easter,noun,11172,12900
Easter,noun,16802,12900
Easter lily,noun,14576,12902
Easterner,noun,4548,12904
Easterner,noun,40245,12904
Eden,noun,33117,12948
Eden,noun,36326,12948
Eden,noun,41359,12948
El Niño,noun,4631,13105
Elizabethan,adjective,23544,12513
Emmy,noun,7059,13158
Eng.,other,19197,27995
Englishman,noun,14257,13255
Englishwoman,noun,1001,13259
Episcopalian,noun,25313,13339
Epsom salt,noun,11814,13348
Eskimo,noun,24684,13397
Esq.,other,8532,28005
Ethernet,noun,30672,13436
Eurasian,adjective,36826,12649
Eurasian,adjective,36827,12649
Excellency,noun,31365,13514
Exchequer,noun,36281,13527
FAA,other,34184,28022
FAQ,other,28309,28024
FBI,other,9832,28026
FCC,other,25858,28028
FDA,other,7439,28030
FDIC,other,27572,28032
FTC,other,12830,28057
FTP,noun,30434,15892
FYI,other,14032,28065
Fahrenheit,adjective,40933,16599
Fat Tuesday,noun,3013,13961
Father Christmas,noun,12029,13947
Feb.,other,2612,28034
February,noun,30350,14001
Federal,noun,10585,14009
Federal,noun,10587,14009
Federal,noun,15214,14009
Ferris wheel,noun,25806,14076
Finn,noun,14482,14259
Finnish,noun,3705,14261
Finnish,adjective,32826,14261
Fla,other,28362,28041
Flemish,noun,19118,14475
Foggy Bottom,noun,42467,14634
Formica,other,12689,28046
Fourth of July,noun,33093,15660
Francophone,adjective,18746,16933
Freemason,noun,34636,15735
French,noun,24927,15757
French,noun,24928,15757
French,adjective,9868,15757
Frenchman,noun,15339,15774
Frenchwoman,noun,12334,15782
Freudian,adjective,29730,16973
Freudian,adjective,29733,16973
Fri.,other,31801,28051
Friday,noun,28794,15800
Frisbee,other,35934,28053
GATT,other,9684,28071
GDP,other,25176,28075
GED,noun,35165,16183
GED,noun,35169,16183
GMO,other,33476,28084
GMT,other,140,28086
GNP,other,9536,28088
GPA,other,253,28104
GPS,noun,364,17630
GUI,other,27631,28111
Gaelic,adjective,23292,17071
Gaelic,adjective,23295,17071
Gallic,adjective,15371,17077
Gallic,adjective,33058,17077
Garden of Eden,noun,8621,16108
Geiger counter,noun,28619,16189
Gemini,noun,16568,16196
Gemini,noun,16570,16196
Gen X,noun,14507,16258
Gen.,other,41800,28079
Generation X,noun,38137,16220
Georgian,adjective,24699,17134
Germanic,adjective,34603,17138
Germanic,adjective,34604,17138
Gila monster,noun,3570,16333
God/Lord/heaven help (someone),verb,24676,20937
God/heaven forbid,verb,27552,15488
Godspeed,noun,35254,16522
Good Friday,noun,20072,17553
Good Samaritan,noun,29753,17562
Gorgon,noun,40448,17595
Gorgonzola,noun,15085,17597
Gothic,adjective,20074,17253
Gothic,adjective,20075,17253
Gouda,noun,16514,17614
Grammy,noun,42743,17670
Grand Prix,noun,7040,17701
Grand Prix,noun,22144,17701
Great Scott,other,16838,28106
Grecian,adjective,36263,17303
Greenwich mean time,noun,20737,17795
Gregorian calendar,noun,26531,17801
Gregorian chant,noun,26993,17803
Groundhog Day,noun,35045,17885
Gruyère,noun,16284,17930
Gt.,other,32349,28109
Gulf War syndrome,noun,41668,17990
Gypsy,noun,21401,18062
H2O,other,10266,28150
HDTV,other,1586,28118
HGV,noun,15846,18792
HIV,noun,21706,18947
HMO,noun,25662,18951
HMS,other,36278,28131
HRH,other,36271,28143
HTML,noun,13311,19348
HUD,other,9933,28152
HVAC,other,27361,28158
Hades,noun,9644,18084
Hades,noun,9646,18084
Hail Mary,noun,2853,18093
Hail Mary,noun,2854,18093
Hall of Fame,noun,34523,18178
Hall of Fame,noun,34641,18178
Halloween,noun,29414,18180
Hanukkah,noun,27197,18315
Heath Robinson,adjective,1514,21317
Hebraic,adjective,15722,21338
Hebrew,noun,6621,18644
Hebrew,noun,6623,18644
Hebrew,noun,40718,18644
Hellenic,adjective,1143,21350
High Holiday,noun,9909,18847
High Holiday,noun,11265,18847
High Holiday,noun,11268,18847
Highness,noun,40824,18857
Hindi,noun,27711,18903
Hindu,noun,27210,18908
Hinduism,noun,33965,18910
Hispanic,adjective,4238,21459
Hispanic,adjective,11103,21459
Hollywood,noun,16513,19017
Hollywood,adjective,4166,19017
Hollywood,adjective,4170,19017
Holstein,noun,40402,19022
Hon.,other,37174,28132
How are you keeping?,verb,13688,21293
I (can) promise you,verb,55013,72909
I hear what you're saying,verb,11366,20919
I must love you and leave you,verb,19953,26532
I tell a lie,noun,17240,23136
I told you (so),verb,43616,73586
I wouldn't put it past (someone),preposition,46122,75862
I'll be bound,adjective,33643,7653
I'll be seeing you,verb,63926,73195
I'll eat my hat,verb,38007,15044
I'll have you know,verb,12513,20905
ICBM,noun,24793,19507
ICU,other,35699,28173
IED,noun,78443,38080
IMHO,other,38682,28192
IOU,noun,11246,20251
IPA,noun,19563,20253
IPO,noun,9027,20255
IRA,noun,33646,20259
IRA,other,1378,20259
IRS,other,16014,28208
ISBN,noun,4367,20298
ISP,noun,22273,20314
IUD,noun,15326,20345
Iberian,adjective,17311,21596
Inc.,other,5249,28196
Internet service provider,noun,21522,20166
Interpol,noun,19818,20172
Inuit,noun,10400,20220
Inuit,noun,10412,20220
Irish,noun,29474,20264
Irish,noun,29475,20264
Irish,adjective,31397,20264
Irishman,noun,466,20268
Irishwoman,noun,8611,20270
Islam,noun,37521,20300
Islam,noun,37525,20300
Israeli,noun,38969,20316
Israelite,noun,16666,20318
Ital,other,34395,28220
Italian dressing,noun,13225,20333
Italianate,adjective,19978,22160
JPEG,noun,31622,20557
JPEG,noun,32194,20557
Jack Frost,noun,34729,20362
Jacobean,adjective,23481,22168
Jacuzzi,other,2774,28237
Jan.,other,15640,28239
Jane Doe,noun,22322,20392
January,noun,5091,20395
Japanese,noun,12403,20399
Japanese,noun,12404,20399
Japanese,noun,65914,20399
Japanese,adjective,1219,20399
Japanese,adjective,78417,20399
Japanese beetle,noun,25546,20401
Jeep,other,7307,28243
Jehovah,noun,42641,20424
Jehovah's Witness,noun,18679,20426
Jekyll and Hyde,noun,5965,20428
Jell-O,other,41349,28246
Jerusalem artichoke,noun,20423,20444
Jesuit,noun,22643,20448
Jew,noun,15602,20463
Jewry,noun,22276,20470
Jnr,other,39189,28252
Joe Blow,noun,17291,20507
John Bull,noun,33224,20514
John Bull,noun,33228,20514
John Doe,noun,8077,20516
John Hancock,noun,6456,20518
Joint Chiefs of Staff,noun,16498,20529
Jr.,other,29309,28256
Judaism,noun,6988,20561
Judas,noun,24675,20563
Jul.,other,14813,28258
July,noun,2499,22260
Jun.,other,28050,28260
June,noun,25843,22278
Jupiter,noun,32860,22297
KGB,other,19378,28268
KJV,other,30469,28273
KKK,other,3591,28275
KS,other,20891,28282
Kabuki,noun,38974,22315
Kelvin,adjective,28079,22235
Klansman,noun,21596,22481
Kleenex,other,13701,28278
Koran,noun,41886,22573
Kraut,noun,35666,22577
Kurd,noun,23371,22591
Kwanzaa,noun,42702,22593
LAN,noun,14536,22680
LCD,noun,15701,22875
LED,noun,40903,22952
LOL,other,16167,28312
LPN,noun,21340,23672
LSD,noun,7457,23674
Lab,noun,6967,22597
Lab,other,7956,22597
Labrador retriever,noun,33052,22609
Ladyship,noun,28516,22640
Lamaze,adjective,13664,26819
Latin,noun,1317,22786
Latin,noun,1318,22786
Latin,adjective,31189,22786
Latin,adjective,31193,22786
Latin,adjective,31194,22786
Latina,noun,453,22788
Latino,noun,11700,22790
Laundromat,noun,27100,22812
Legionnaires' disease,noun,3947,23000
Levi's,other,36794,28296
Lib Dem,noun,18391,23090
Liberal Democrat,noun,4345,23095
Libra,noun,11618,23109
Libra,noun,11621,23109
Listserv,other,23829,28306
Look what the cat dragged in!,noun,39980,5479
Lordy,other,36321,28315
Lt.,other,16766,28317
Ltd.,other,36395,28319
Lucifer,noun,6680,23682
Lutheran,noun,22366,23761
Lycra,other,12633,28323
MEd,other,980,28341
MFA,other,16482,28347
MHz,other,12464,28356
MIA,noun,30653,25281
MOT,noun,33274,25899
MP3,noun,20136,26018
MP3,noun,20138,26018
MRI,noun,29432,26024
MRI,noun,29433,26024
MS,other,3080,28375
MS,other,3081,28375
MSG,noun,36742,26034
Mace,other,632,28326
Mach,noun,2992,23792
Machiavellian,adjective,27535,27174
Madonna,noun,3911,23819
Madonna,noun,3913,23819
Mafia,noun,16856,23825
Mafia,noun,16858,23825
Mafia,noun,41037,23825
Maori,noun,41411,24064
Maori,noun,41412,24064
Mar.,other,15110,28329
Mardi Gras,noun,25242,24087
Mars,noun,23627,24163
Martian,noun,15792,24174
Martian,adjective,2378,24174
Marxism,noun,16735,24182
Masonic,adjective,16759,27263
Maundy Thursday,noun,36657,24277
Mayday,other,17971,28331
Med,other,1555,28340
Medicaid,noun,4915,25080
Medicare,noun,7230,25085
Mediterranean,adjective,28682,27307
Mennonite,noun,13605,25174
Merry Christmas,adjective,26971,27342
Messrs.,other,30211,28345
Methodist,adjective,1883,27356
Mexican jumping bean,noun,10894,25271
Middle America,noun,39076,25325
Middle Atlantic,adjective,8837,27371
Middle English,noun,1396,25334
Miranda,adjective,5859,27410
Mohawk,noun,5577,25693
Mohawk,noun,5619,25693
Mohegan,noun,41450,25695
Mohican,noun,343,25697
Mohican,noun,7819,25697
Mohican,noun,13297,25697
Molotov cocktail,noun,32097,25717
Monday,noun,2183,25740
Monday-morning quarterback,noun,12181,25742
Monterey jack,noun,41321,25809
Moor,noun,41805,25838
Mormon,noun,39610,25856
Moslem,other,10959,28371
Mother's Day,noun,16852,25927
Mothering Sunday,noun,26872,25915
Mountie,noun,31144,25974
Mr. Big,noun,26269,26022
Mr. Big,noun,34139,26022
Mr. Nice Guy,noun,25103,26026
Mr. Right,noun,5194,26028
Mrs.,noun,3885,26030
Mrs.,noun,11336,26030
Mrs.,noun,16416,26030
Mrs.,noun,23635,26030
Ms.,noun,10737,26032
Murphy bed,noun,21828,26102
Murphy's Law,noun,21929,26104
Muscovite,noun,30624,26109
Muslim,noun,15364,26136
Muzak,other,41565,28381
NAACP,other,57946,75241
NASA,other,45913,75243
NASCAR,other,43225,75245
NATO,other,60089,75249
NBA,other,65195,75253
NBC,other,69442,75255
NC-17,other,69915,75261
NCAA,other,74061,75259
NCO,noun,56625,69961
NFC,other,69243,75271
NFL,other,62778,75273
NGO,other,76752,75275
NHL,other,51419,75279
NIH,other,66351,75281
NIMBY,adjective,72260,72009
NIMH,other,73749,75285
NNE,other,61658,75291
NNW,other,69397,75293
NRA,other,43369,75301
NSW,other,65462,75305
NWT,other,69925,75315
NYC,other,55006,75319
Navajo,noun,63166,41566
Navajo,noun,63167,41566
Nazi,noun,50742,41585
Nazi,noun,50743,41585
Neanderthal,noun,52106,41589
Neanderthal,noun,61236,41589
Neanderthal,noun,61237,41589
Neapolitan ice cream,noun,68490,41592
Negro,noun,57812,41671
Neolithic,adjective,76778,63981
Neptune,noun,72526,41742
New Year,noun,70576,41848
New Year,noun,70577,41848
New Year,noun,72807,41848
New York minute,noun,60528,41854
Newburg,adjective,50074,72001
Noel,noun,72100,42050
Nordic,adjective,45401,64362
Norse,noun,72128,42172
Norse,noun,72129,42172
Nov.,other,53736,75298
November,noun,57243,42253
O level,noun,43645,42390
OAP,noun,52832,70101
OCD,other,44027,75325
OPEC,other,50802,75338
OTC,other,57920,75351
OTT,adjective,59459,72132
Oct.,other,77138,75327
October,noun,52264,42531
Oedipus complex,noun,63170,42566
Olympiad,noun,47259,42711
Olympian,noun,77997,42713
Olympian,adjective,69177,42713
Olympic,adjective,74411,64549
Oriental,noun,63066,70207
Orion,noun,66073,42989
Oscar,other,45827,75347
Ouija,other,67152,75355
Oxbridge,adjective,52584,72152
P.O. Box,noun,75300,70604
PA system,noun,60218,43384
PAC,noun,73804,43388
PAYE,noun,63185,44129
PB&J,other,61677,75368
PBS,other,54449,75370
PCP,other,69898,75372
PDA,noun,54792,44145
PDQ,adverb,49896,75131
PG-13,other,73917,75388
PGA,other,69214,75384
PGCE,other,75022,75386
PIN,other,65436,75393
PMS,noun,50829,45619
PMT,noun,69798,70602
PO'd,adjective,60591,72214
POV,other,73263,75425
POW,noun,52692,46171
PPO,noun,65997,70691
PPS,other,75362,75428
PTA,other,57985,75440
PTO,other,57535,75444
PTO,other,57544,75444
PTSD,other,76266,75446
PVC,noun,75530,47307
Paki,noun,58189,70270
Paleolithic,adjective,47114,64880
Palm Sunday,noun,46468,43568
Pancake Day,noun,72572,43604
Pap smear,noun,50709,43684
Parcheesi,other,51934,75366
Parmesan,noun,51291,43883
Passover,noun,66505,43989
Pekingese,noun,53763,44277
Pennsylvania Dutch,noun,54776,44346
Pennsylvania Dutch,noun,54777,44346
Pentecost,noun,59568,44380
Pentecostal,adjective,47078,65100
Perspex,other,74843,75379
PhD,noun,65419,44756
PhD,noun,65420,44756
Pharisee,noun,51257,44736
Phi Beta Kappa,noun,70762,70452
Phi Beta Kappa,noun,70763,70452
Philharmonic,noun,66955,44798
Phillips screw,noun,61449,44806
Phillips screwdriver,noun,59920,44808
Pilates,noun,70578,70496
Pinot Blanc,noun,54923,45190
Pisces,noun,50352,45260
Pisces,noun,50355,45260
Plasticine,other,62485,75403
Plexiglas,other,63164,75405
Pluto,noun,47302,45607
Podunk,noun,69174,70611
Polack,noun,55706,45711
Polaroid,other,62059,75412
Pole,noun,78021,45720
Polish,noun,60550,45749
Polish,noun,60551,45749
Pollyanna,noun,49611,70638
Ponzi scheme,noun,47776,70641
Popsicle,other,49750,75416
Portuguese,noun,55406,46010
Portuguese,noun,55410,46010
Portuguese,noun,63405,46010
Portuguese,adjective,58405,46010
Portuguese,adjective,78415,46010
Portuguese man-of-war,noun,60321,46012
Presbyterian,adjective,62376,72254
Presidents' Day,noun,69657,46410
Protestant,noun,64464,46889
Providence,noun,47637,46934
Pte,other,62158,75442
Pty,other,67390,75448
Pulitzer Prize,noun,62211,70786
Pullman,noun,77646,47143
Punch-and-Judy show,noun,64981,70797
Pvt.,other,57834,75451
Pyrex,other,58955,75455
QED,other,73250,75463
QWERTY,adjective,65860,72289
Quaker,noun,63203,47433
Queen's Counsel,noun,72978,47500
Quonset,other,50768,75473
R & B,other,73408,75479
RAF,other,74469,75477
RAM,noun,59042,47783
RBI,noun,47756,47969
RDA,other,51789,75490
REM,noun,47533,48426
REM sleep,noun,69063,48428
RNA,noun,71022,49052
ROM,noun,64373,49150
ROTC,noun,48347,49264
RSI,other,62365,75519
RSVP,verb,73011,73106
RSVP,other,58305,73106
Ramadan,noun,50750,47785
Rasta,noun,56307,47880
Rastafarian,noun,43830,47882
Realtor,noun,63601,48009
Received Pronunciation,noun,73161,48066
Reform,adjective,50741,72321
Regency,adjective,77680,72322
Regent,adjective,45794,66242
Remembrance Sunday,noun,60945,48439
Renaissance woman,noun,60195,70964
Rep.,other,75523,75494
Rep.,other,75525,75494
Reuben,noun,66709,48733
Rev.,other,61909,75497
Reverend,adjective,48817,66402
Reverend Mother,noun,46278,71007
Rh-negative,adjective,54826,66422
Rh-positive,adjective,51640,66424
Rhesus factor,noun,57030,48810
Ritalin,other,61303,75506
Rollerblade,other,58555,75511
Roman,noun,52400,49153
Roman,noun,56111,49153
Roman,noun,62586,49153
Roman,noun,70538,49153
Roman,noun,73475,49153
Roman,noun,73481,49153
Roman,adjective,46249,49153
Roman,adjective,54602,49153
Roman,adjective,63658,49153
Roman,adjective,78408,49153
Roman,adjective,78411,49153
Roman,adjective,78414,49153
Romanesque,adjective,47604,72356
Romany,noun,54663,49169
Romany,noun,54665,49169
Romeo,noun,57601,49171
Rosh Hashanah,noun,77870,49245
Rotarian,noun,48039,49256
Rotary Club,noun,54758,49259
Rottweiler,noun,44928,49278
Rt Hon,other,59456,75525
Rte.,other,45514,75523
Rube Goldberg,adjective,47347,72368
S-bend,noun,44937,71199
SARS,noun,71094,49891
SASE,other,57455,75539
SIDS,other,56920,75577
SOS,noun,57026,52546
SPF,noun,46175,52843
SSN,other,49172,75603
STD,noun,47794,53435
SUV,noun,66030,54260
SWAT,noun,51209,54281
Sagittarius,noun,73137,49605
Sagittarius,noun,73138,49605
Saint Bernard,noun,74638,49626
Saint Patrick's Day,noun,45898,49628
Saint Valentine's Day,noun,61003,49630
Samaritan,noun,51953,49736
Sanskrit,noun,60615,49829
Santa Claus,noun,69382,49831
Sasquatch,noun,69213,49901
Sassenach,noun,71948,49905
Satan,noun,59110,49908
Saturday,noun,45681,49933
Saturn,noun,69246,49935
Saxon,noun,67225,50010
Scandinavian,noun,68706,50062
Scholarship level,noun,48158,71210
Scorpio,noun,60888,50266
Scorpio,noun,60889,50266
Scot,noun,77444,50272
Scotch,noun,52028,50274
Scotch,adjective,53054,50274
Scotch,other,69938,50274
Scotland Yard,noun,57066,50277
Scots,noun,71189,50280
Scots,adjective,67108,50280
Scotsman,noun,76276,50282
Scotswoman,noun,47297,50284
Scottish,adjective,73619,66773
Scrooge,noun,57045,50366
Sellotape,other,56022,75553
Semite,noun,55585,50758
Semitic,adjective,58255,66983
Semitic,adjective,58256,66983
Sep.,other,51699,75557
Sept.,other,61212,75559
September,noun,67978,50843
Sgt.,other,61274,75563
Shakespearean,adjective,49014,67072
Shavuot,noun,74898,51110
Sheetrock,other,43220,75569
Sherpa,noun,50868,51183
Shetland pony,noun,56901,51186
Shetland sheepdog,noun,66389,51188
Shia,noun,67497,51190
Shia,noun,67498,51190
Shiatsu,noun,76618,51192
Shiite,noun,63108,51207
Shinto,noun,53034,51231
Shrove Tuesday,noun,51451,51434
Sikh,noun,61298,51574
Sikhism,noun,48859,51576
Sinhala,noun,44002,51693
Sinhalese,noun,64329,51695
Sinhalese,noun,64331,51695
Sioux,noun,75444,51712
Skivvies,other,64479,75580
Slav,noun,75724,51913
Slavic,noun,49726,51924
Slavic,adjective,61661,51924
Slavonic,noun,44993,51926
Snr,other,45774,75586
Socratic,adjective,70483,67384
